MVMinusBV,Portfolio_Name,Issuer_Name,Asset_Name,Position_ID,Commitment,Outstanding,BookValue,BVPrice,MarketValue,MarkPrice_MarkPrice,Asset_AssetDetail_Type,MVParity,CurrencyType_Identifier,Quantity,Asset_Primary IDAssetID_Name
"20864.5161022823","PennantPark Credit Opportunities Fund IV Aggregator, LP","Inventus Power, Inc.","Term Loan","1374163","4899999.99371785","4899999.9937","4879135.47759772","99.5741935483871","4899999.9937","100","4","48999.999937","USD","4899999.99371785","LX213612"
"4086500.1892","PennantPark Credit Opportunities Fund IV Aggregator, LP","JF Intermediate, LLC","Common Equity","1374637","242308","242308","242308","100","4328808.1892","1786.49","138","4328808.1892","USD","2423.08","1635"
"-102954.015474762","PennantPark Credit Opportunities Fund IV Aggregator, LP","LAV Gear Holdings, Inc.","Delayed Draw Term Loan Retired 07/31/2025","1374984","410175.360457218","410175.3605","410175.3605","100","307221.345025238","74.9","4","3072.21345025238","USD","410175.360457218","LX179864"
"16316.3928902615","PennantPark Credit Opportunities Fund IV Aggregator, LP","LAV Gear Holdings, Inc.","First Lien - Term Loan - 12th Amend. - Priority FOTL","1378591","56532.9869192877","56532.987","54349.8408395604","96.1382791191337","70666.2337298219","125","4","706.662337298219","USD","56532.9869192877","LX258942"
"-72008.6472953888","PennantPark Credit Opportunities Fund IV Aggregator, LP","LAV Gear Holdings, Inc.","Fourteenth Amendment Priority Term Loan","1379667","75823.2230136986","75823.223","72008.6472816902","94.9691195300143","-1.36986268444161e-05","","4","-1.36986268444161e-07","USD","75823.2230136986",""
"-204553.436746886","PennantPark Credit Opportunities Fund IV Aggregator, LP","LAV Gear Holdings, Inc.","Initial Incremental Term Loan","1374990","814953.931262495","814953.9313","814953.9313","100","610400.494553114","74.9","4","6104.00494553114","USD","814953.931262495","1891"
"-71586.7958865047","PennantPark Credit Opportunities Fund IV Aggregator, LP","LAV Gear Holdings, Inc.","Initial Term Loan Retired 07/31/2025","1374978","285206.358113565","285206.3581","285206.3581","100","213619.562213495","74.9","4","2136.19562213495","USD","285206.358113565","LX179863"
"-134788.686999153","PennantPark Credit Opportunities Fund IV Aggregator, LP","LAV Gear Holdings, Inc.","Second Amendment Incremental Term Loan Retired 07/31/2025","1374996","537006.721112163","537006.7211","537006.7211","100","402218.034100847","74.9","4","4022.18034100847","USD","537006.721112163","LX187859"
"693478.2635","PennantPark Credit Opportunities Fund IV Aggregator, LP","LJ Avalon, LP","Common Equity","1373727","1260869.57","1260869.57","1260869.57","1","1954347.8335","1.55","138","1954347.8335","USD","1260869.57","1698"
"31156.7012754297","PennantPark Credit Opportunities Fund IV Aggregator, LP","Loving Tan Intermediate II Inc. ","Closing Date Term Loan","1374075","4826778.14981577","4826778.15","4771487.55797549","98.8545031425026","4802644.25925092","99.5","4","48026.4425925092","USD","4826778.14981577","LX213391"
"-10789.0461057774","PennantPark Credit Opportunities Fund IV Aggregator, LP","Loving Tan Intermediate II Inc. ","First Lien - DDTL - DDTL 1","1376530","2157809.2211555","1161141.409","1161141.409","100","1150352.36289422","99.5","4","11503.5236289422","USD","2157809.2211555","2221"
"-2304.79414999997","PennantPark Credit Opportunities Fund IV Aggregator, LP","Loving Tan Intermediate II Inc. ","Revolving Loan","1374079","460958.83","153652.9433","153652.9433","100","151348.14915","99.5","4","1513.4814915","USD","460958.83","LX213392"
"-19084.8214418488","PennantPark Credit Opportunities Fund IV Aggregator, LP","LV Petroleom, LLC (2)","First Lien - Term Loan - Mortgage Bridge Loan Columbia","1379171","6160714.29","6160714.29","6118191.96854185","99.3097826086957","6099107.1471","99","4","60991.071471","USD","6160714.29","2488"
"-30535.7142945658","PennantPark Credit Opportunities Fund IV Aggregator, LP","LV Petroleom, LLC (2)","First Lien - Term Loan - Mortgage Bridge Loan Fultonville","1379170","9857142.86","9857142.86","9789107.14569457","99.3097826086957","9758571.4314","99","4","97585.714314","USD","9857142.86","2487"
"-21629.4642945658","PennantPark Credit Opportunities Fund IV Aggregator, LP","LV Petroleom, LLC (2)","First Lien - Term Loan - Mortgage Bridge Loan Shorter","1379172","6982142.86","6982142.86","6933950.89569457","99.3097826086957","6912321.4314","99","4","69123.214314","USD","6982142.86","2489"
"-10108.1081081079","PennantPark Credit Opportunities Fund IV Aggregator, LP","LV Petroleom, LLC (3)","First Lien - Term Loan - Mortgage Bridge Loan Savanna","1379333","5500000","5500000","5455108.10810811","99.1837837837838","5445000","99","4","54450","USD","5500000","2494"
"-49180.3278688528","PennantPark Credit Opportunities Fund IV Aggregator, LP","LV PETROLEUM, LLC","First Lien - Term Loan - Initial","1378914","10000000","10000000","9949180.32786885","99.4918032786885","9900000","99","4","99000","USD","10000000","2469"
"-44939.0923635531","PennantPark Credit Opportunities Fund IV Aggregator, LP","MAG DS Corp.","Initial Term Loan","1374030","10553891.4765259","10553891.4764","10176674.9097025","96.4258058978862","10131735.817339","96","4","101317.35817339","USD","10553891.4765259","LX187438"
"81931.8289424423","PennantPark Credit Opportunities Fund IV Aggregator, LP","Medina Health, LLC","Initial Term Loan","1374594","5826759.49699656","5826759.497","5759394.56680005","98.8438697318008","5841326.39574249","100.25","4","58413.2639574249","USD","5826759.49699656","LX218963"
"1898.73417500002","PennantPark Credit Opportunities Fund IV Aggregator, LP","Medina Health, LLC","Revolving Loan","1374600","759493.67","0","0","100","1898.73417500002","100.25","4","18.9873417500002","USD","759493.67","LX218965"
"-27430","PennantPark Credit Opportunities Fund IV Aggregator, LP","Megawatt Acquisition Partners, LLC ","Class A Common","1376441","27430","27430","27430","100","0","0","138","0","USD","274.3","BDC 82188A"
"-89737.245","PennantPark Credit Opportunities Fund IV Aggregator, LP","Megawatt Acquisition Partners, LLC ","Class A Preferred","1376442","246870","246870","246870","100","157132.755","63.65","138","157132.755","USD","2468.7","BDC 82189"
"-65996.7","PennantPark Credit Opportunities Fund IV Aggregator, LP","Megawatt Acquisitionco, Inc.","First Lien - Revolver - Revolver","1375560","857100","222846","222846","100","156849.3","92.3","4","1568.493","USD","857100","LX228853"
"-387176.90105479","PennantPark Credit Opportunities Fund IV Aggregator, LP","Megawatt Acquisitionco, Inc.","Initial Term Loan","1375556","5925000.00001828","5925000","5855951.90105338","98.8346312414109","5468774.99999859","92.3","4","54687.7499999859","USD","5925000.00001828","LX228852"
"5620.43795620417","PennantPark Credit Opportunities Fund IV Aggregator, LP","Mineola 212, LLC","First Lien - Term Loan - Initial","1376434","3500000","3500000","3494379.5620438","99.8394160583942","3500000","100","4","35000","USD","3500000","2028"
"0","PennantPark Credit Opportunities Fund IV Aggregator, LP","MOM AND POP ENTERTAINMENT LLC","First Lien - Term Loan - Initial","1378494","5000000","5000000","5000000","100","5000000","100","4","50000","USD","5000000","2441"
"141833.6494998","PennantPark Credit Opportunities Fund IV Aggregator, LP","NEW MEDINA HEALTH, LLC","Common Equity","1374621","414403.23","414403.23","414403.23","1","556236.8794998","1.34226","138","556236.8794998","USD","414403.23","1830"
"9648126487.95792","PennantPark Credit Opportunities Fund IV Aggregator, LP","NL Monarch Holdings, LLC ","Common Equity","1378932","9800000","9800000","9800000","0.98","9657926487.95792","965.792648795792","138","9657926487.95792","USD","10000000","2470"
"-4687.49999999999","PennantPark Credit Opportunities Fund IV Aggregator, LP","NORA Acquisition, LLC","Revolving Loan","1374352","625000","93750","93750","100","89062.5","99.25","4","890.625","USD","625000","LX216659"
"31375.4562043799","PennantPark Credit Opportunities Fund IV Aggregator, LP","NORA Acquisition, LLC","Term Loan A","1374359","4912500","4912500","4844280.79379562","98.6113138686131","4875656.25","99.25","4","48756.5625","USD","4912500","LX216658"
"-158088.6485","PennantPark Credit Opportunities Fund IV Aggregator, LP","NORA Parent Holdings, LLC","Common Equity","1374384","304286.09","304286.09","304286.09","992.485371342836","146197.4415","476.85","138","146197.4415","USD","306.59","1805"
"234036","PennantPark Credit Opportunities Fund IV Aggregator, LP","Northwinds Services Group LLC","Common Equity","1376989","1320000","1320000","1320000","2","1554036","2.3546","138","1554036","USD","660000","2269"
"33020.9469729718","PennantPark Credit Opportunities Fund IV Aggregator, LP","Northwinds Topco, Inc","Unsecured - Term Loan - HoldCo","1376819","6257264.23354296","6257264.2336","6177313.80487546","98.7222782075279","6210334.75184843","99.25","4","62103.3475184843","USD","6257264.23354296","LX243513"
"-41249.9999999999","PennantPark Credit Opportunities Fund IV Aggregator, LP","Northwinds Topco, Inc","Unsecured Delayed Draw Term Loan","1376821","5500000","0","0","100","-41249.9999999999","99.25","4","-412.499999999999","USD","5500000","LX243515"
"82800","PennantPark Credit Opportunities Fund IV Aggregator, LP","OES Co-Invest, LP","Common Equity","1376275","360000","360000","360000","1000","442800","1230","138","442800","USD","360","2022"
"57956.2493817999","PennantPark Credit Opportunities Fund IV Aggregator, LP","OSP EMBEDDED AGGREGATOR, LP","Common Equity","1374880","267857.14","267857.14","267857.14","1000","325813.3893818","1216.37","138","325813.3893818","USD","267.85714","1870"
"-73016","PennantPark Credit Opportunities Fund IV Aggregator, LP","OSP EMBEDDED PURCHASER, LLC","Convertible Note","1379807","7301.6","7301.6","73016","1000","0","","4","0","USD","7301.6",""
"-6299.21263999997","PennantPark Credit Opportunities Fund IV Aggregator, LP","OSP EMBEDDED PURCHASER, LLC","First Lien - Revolver - Rev","1374829","393700.79","0","0","100","-6299.21263999997","98.4","4","-62.9921263999997","USD","393700.79","LX242834"
"-5907.30628988124","PennantPark Credit Opportunities Fund IV Aggregator, LP","OSP EMBEDDED PURCHASER, LLC","First Lien - Term Loan - Initial","1374824","1970000","1970000","1944387.30628988","98.6998632634458","1938480","98.4","4","19384.8","USD","1970000","LX242833"
"-1465.84820959423","PennantPark Credit Opportunities Fund IV Aggregator, LP","Pacific Purchaser, LLC","Delayed Draw Term Loan","1374480","133258.928144931","133258.9282","133258.9282","100","131793.079990406","98.9","4","1317.93079990406","USD","133258.928144931","LX218457"
"5368.43869731762","PennantPark Credit Opportunities Fund IV Aggregator, LP","Pacific Purchaser, LLC","Initial Term Loan","1374475","2462500","2462500","2430044.06130268","98.6819923371648","2435412.5","98.9","4","24354.125","USD","2462500","LX218455"
"-2455.35718999998","PennantPark Credit Opportunities Fund IV Aggregator, LP","Pacific Purchaser, LLC","Revolving Loan","1374469","223214.29","0","0","100","-2455.35718999998","98.9","4","-24.5535718999998","USD","223214.29","LX218456"
"32829.9237170597","PennantPark Credit Opportunities Fund IV Aggregator, LP","PCS Midco, Inc.","Closing Date Term Loan","1375527","1975000","1975000","1952045.07628294","98.8377253814147","1984875","100.5","4","19848.75","USD","1975000","LX225795"
"3319.21669999999","PennantPark Credit Opportunities Fund IV Aggregator, LP","PCS Midco, Inc.","Delayed Draw Term Loan","1375537","663843.34","326510.0046","326510.0046","100","329829.2213","100.5","4","3298.292213","USD","663843.34","LX225796"
"1333.33335","PennantPark Credit Opportunities Fund IV Aggregator, LP","PCS Midco, Inc.","Revolving Credit Loan","1375532","266666.67","20000.0091","20000.0091","100","21333.34245","100.5","4","213.3334245","USD","266666.67","LX225797"
"3886.239","PennantPark Credit Opportunities Fund IV Aggregator, LP","PCS PARENT, L.P.","Common Equity","1375542","77724.78","77724.78","77724.78","1","81611.019","1.05","138","81611.019","USD","77724.78","1921"
"10000","PennantPark Credit Opportunities Fund IV Aggregator, LP","PennantPark CLO V, LLC","Class E","1376430","8000000","8000000","8000000","100","8010000","100.125","4","80100","USD","8000000","104823"
"50546.1165048545","PennantPark Credit Opportunities Fund IV Aggregator, LP","Riverhead Industrial, LLC (Calverton)","First Lien - Term Loan - First Lien TL","1376219","5000000","5000000","4999453.88349515","99.9890776699029","5050000","101","4","50500","USD","5000000","2018"
"163100.137174211","PennantPark Credit Opportunities Fund IV Aggregator, LP","Route 66 Development","First Lien - Term Loan - First Lien Term Loan Facility B","1378515","12000000","12000000","11776899.8628258","98.1408321902149","11940000","99.5","4","119400","USD","12000000","LX248860"
"-1393.68294088536","PennantPark Credit Opportunities Fund IV Aggregator, LP","RTIC Parent Holdings, LLC","Preferred Equity - A","1375980","1408.58","1408.58","1408.58","1000","14.897059114638","10.5759411","138","14.897059114638","USD","1.40858","1250"
"8586.762358125","PennantPark Credit Opportunities Fund IV Aggregator, LP","RTIC Parent Holdings, LLC","Preferred Equity - D","1375974","30073.75","30073.75","30073.75","10","38660.512358125","12.855235","138","38660.512358125","USD","3007.375","1736"
"96469.3782480947","PennantPark Credit Opportunities Fund IV Aggregator, LP","RTIC Parent Holdings, LLC","Preferrred Equity - C","1375969","186517.67","186517.67","186517.67","65.8338863091196","282987.048248095","99.8840333","138","282987.048248095","USD","2833.156","1546"
"-25305","PennantPark Credit Opportunities Fund IV Aggregator, LP","RTIC Subsidiary Holdings, LLC","First Lien - Revolver - Initial","1375962","1446000","578400","578400","100","553095","98.25","4","5530.95","USD","1446000","LX233175"
"-47385.5421686741","PennantPark Credit Opportunities Fund IV Aggregator, LP","RTIC Subsidiary Holdings, LLC","First Lien - Term Loan - Initial","1375954","7920000","7920000","7828785.54216867","98.8483023001095","7781400","98.25","4","77814","USD","7920000","LX233174"
"-7026.59860093257","PennantPark Credit Opportunities Fund IV Aggregator, LP","Rural Sourcing Holdings, Inc.","Amendment No. 1 Incremental Term Loans","1376467","412499.995536948","412499.9955","409214.094212509","99.2034178610805","402187.495611576","97.5","4","4021.87495611576","USD","412499.995536948","2207"
"-28926.0948905111","PennantPark Credit Opportunities Fund IV Aggregator, LP","Rural Sourcing Holdings, Inc.","Closing Date Term Loan","1374139","2450000","2450000","2417676.09489051","98.6806569343066","2388750","97.5","4","23887.5","USD","2450000","LX213431"
"-13715.2776983613","PennantPark Credit Opportunities Fund IV Aggregator, LP","Rural Sourcing Holdings, Inc.","Delayed Draw Term Loan","1374134","548611.107934452","548611.108","548611.108","100","534895.830301639","97.5","4","5348.95830301639","USD","548611.107934452","LX213432"
"-9463.43263726568","PennantPark Credit Opportunities Fund IV Aggregator, LP","Rural Sourcing Holdings, Inc.","First Lien - DDTL - 2024 Incremental DDTL","1376461","555555.56","0","-4425.45636273431","99.2034178610805","-13888.889","97.5","4","-138.88889","USD","555555.56","2209"
"-10416.66675","PennantPark Credit Opportunities Fund IV Aggregator, LP","Rural Sourcing Holdings, Inc.","Revolving Loan","1374130","416666.67","236111.1127","236111.1127","100","225694.44595","97.5","4","2256.9444595","USD","416666.67","LX213433"
"183851.005867545","PennantPark Credit Opportunities Fund IV Aggregator, LP","Sabel InvestCo LP. ","Common Equity (Funded)","1377609","539082.490146847","539082.490146847","539082.490146847","24.674501962222","722933.496014392","33.0896","138","722933.496014392","USD","21847.75566989","2379"
"0","PennantPark Credit Opportunities Fund IV Aggregator, LP","Sabel InvestCo LP. ","Common Equity (Unfunded)","1377613","0","0","0","0","0","0","138","0","USD","31972.3088621951","2380"
"1.84172677109018e-11","PennantPark Credit Opportunities Fund IV Aggregator, LP","Sabel Systems Technology Solutions, LLC","Revolving Loan","1377552","885000","0","0","100","1.84172677109018e-11","100","4","1.84172677109018e-13","USD","885000","LX251614"
"106157.55362848","PennantPark Credit Opportunities Fund IV Aggregator, LP","Sabel Systems Technology Solutions, LLC","Term Loan","1377559","7960000","7960000","7853842.44637152","98.666362391602","7960000","100","4","79600","USD","7960000","LX251613"
"-120.368134870085","PennantPark Credit Opportunities Fund IV Aggregator, LP","Safe Haven Defense Holdco, LLC","Common Equity","1377162","54349.7","54349.7","54349.7","1000","54229.3318651299","997.785302681154","138","54229.3318651299","USD","54.3497","2323"
"526818.181186","PennantPark Credit Opportunities Fund IV Aggregator, LP","SD InvestCo GP LLC ","Common Equity","1375912","909090.908","909090.908","909090.908","400","1435909.089186","631.8","138","1435909.089186","USD","2272.72727","1986"
"56933.4852202861","PennantPark Credit Opportunities Fund IV Aggregator, LP","Sigma Defense Systems, Inc.","Initial Term Loan","1375921","6618825.247636","6618825.2477","6561891.76247971","99.1398249222455","6618825.2477","100","4","66188.252477","USD","6618825.247636","LX193132"
"33406.4905254618","PennantPark Credit Opportunities Fund IV Aggregator, LP","Sigma Defense Systems, Inc.","Revolving Loan","1375928","892121.7","206437.4881","173030.997574538","96.2553886397493","206437.4881","100","4","2064.374881","USD","892121.7","LX193133"
"-240723.892558611","PennantPark Credit Opportunities Fund IV Aggregator, LP","STG Distribution, LLC","First-Out New Money Term Loans","1377687","2131111.62704829","2131111.6271","2030857.65933088","95.2956960819564","1790133.76677227","84","4","17901.3376677227","USD","2131111.62704829","LX249176"
"-1492776.30308009","PennantPark Credit Opportunities Fund IV Aggregator, LP","STG Distribution, LLC","Second-Out Closing Date Purchased Term Loans","1377694","4937438.08198673","4937438.082","2974007.72768938","60.2338232559551","1481231.42460929","30","4","14812.3142460929","USD","4937438.08198673","LX250179"
"32476.5","PennantPark Credit Opportunities Fund IV Aggregator, LP","StoicLane, Inc.","SENIOR UNSECURED CONVERTIBLE PROMISSORY NOTE","1377008","309300","231975","231975","100","264451.5","110.5","4","2644.515","USD","309300","DUMBDC 5421A"
"383.288043478271","PennantPark Credit Opportunities Fund IV Aggregator, LP","TCG 3.0 Jogger Acquisitionco, Inc.","First Lien - Revolver - Revolver","1375193","683978.58","136795.716","136412.427956522","99.9439619814588","136795.716","100","4","1367.95716","USD","683978.58","LX226176"
"98522.9885057472","PennantPark Credit Opportunities Fund IV Aggregator, LP","TCG 3.0 Jogger Acquisitionco, Inc.","Initial Term Loan","1375191","7900000","7900000","7801477.01149425","98.7528735632184","7900000","100","4","79000","USD","7900000","LX226175"
"-179269.7340952","PennantPark Credit Opportunities Fund IV Aggregator, LP","TCG 3.0 Jogger Co-Invest, LP ","Common Equity","1375217","502395.8714952","502395.8714952","502395.8714952","184.2978252","323126.1374","118.5349","138","323126.1374","USD","2726","1916"
"-27460.1857520062","PennantPark Credit Opportunities Fund IV Aggregator, LP","TEAM Services Group, LLC","Term Loan (Second Lien)","1375966","8571428.57","8571428.57","8556031.61290201","99.8203688338268","8528571.42715","99.5","4","85285.7142715","USD","8571428.57","LX190277"
"136410.443410322","PennantPark Credit Opportunities Fund IV Aggregator, LP","Tinicum Space Coast Holdings, LLC","Common Equity","1375176","76088.7752529035","76088.7752529035","76088.7752529035","8760.86156941248","212499.218663225","24467.16","138","212499.218663225","USD","8.6850790473118","1889"
"10661.9340232858","PennantPark Credit Opportunities Fund IV Aggregator, LP","TPC US Parent, LLC","Fourth Amendment Incremental Term Loan A","1375186","2962500","2962500","2948875.56597671","99.5401034928849","2959537.5","99.9","4","29595.375","USD","2962500","LX225978"
"-40659.0704","PennantPark Credit Opportunities Fund IV Aggregator, LP","TPCN Holdings, LLC ","Common Equity","1376482","254119.19","254119.19","254119.19","1","213460.1196","0.84","138","213460.1196","USD","254119.19","2204"
"4128.37575000002","PennantPark Credit Opportunities Fund IV Aggregator, LP","Transgo, LLC","First Lien - Revolver - Revolver","1374911","825675.15","0","0","100","4128.37575000002","100.5","4","41.2837575000002","USD","825675.15","1879"
"84489.4144619629","PennantPark Credit Opportunities Fund IV Aggregator, LP","Transgo, LLC","Initial Term Loan","1374906","5456421.35814795","5456421.3582","5399214.05052878","98.9515599343186","5483703.46499074","100.5","4","54837.0346499074","USD","5456421.35814795","LX225916"
"82808.7753661851","PennantPark Credit Opportunities Fund IV Aggregator, LP","United Land Services Holdings LLC","Common Equity","1376571","400000.0114","400000.0114","400000.0114","3.26","482808.786766185","3.9348915","138","482808.786766185","USD","122699.39","2219"
"3670.69364203885","PennantPark Credit Opportunities Fund IV Aggregator, LP","United Land Services Intermediate Parent Holdings, LLC","Unsecured - Term Loan - Subordinated","1376532","6881252.78344692","6881252.7834","6808769.56192349","98.9466566080689","6812440.25556553","99","4","68124.4025556553","USD","6881252.78344692","LX242821"
"331768.61709234","PennantPark Credit Opportunities Fund IV Aggregator, LP","United Land Services Intermediate Parent Holdings, LLC","Unsecured Delayed Draw Term Loan","1376534","6450557.00864655","4756557.00866417","4360282.82148536","93.8567446710784","4692051.4385777","99","4","46920.514385777","USD","6450557.00864655","LX242822"
"-4387.11107112374","PennantPark Credit Opportunities Fund IV Aggregator, LP","Urology Management Holdings, Inc.","2023 Delayed Draw Term Loan","1373719","1096777.76778092","1096777.7682","1096777.7682","100","1092390.65712888","99.6","4","10923.9065712888","USD","1096777.76778092","LX210841"
"8048.58930836269","PennantPark Credit Opportunities Fund IV Aggregator, LP","Urology Management Holdings, Inc.","2023 Incremental Term Loan Sold Out 03/31/2023","1373717","1624999.99327073","1624999.9932","1610451.40391855","99.1047021943574","1618499.99322692","99.6","4","16184.9999322692","USD","1624999.99327073","LX210840"
"213888.8906","PennantPark Credit Opportunities Fund IV Aggregator, LP","UROLOGY PARTNERS CO., L.P.","Common Equity","1373723","277777.78","277777.78","277777.78","1","491666.6706","1.77","138","491666.6706","USD","277777.78","1706"
"-792.999999999884","PennantPark Credit Opportunities Fund IV Aggregator, LP","Watchtower Buyer, LLC","First Lien - DDTL - Initial","1374743","793000","793000","793000","100","792207","99.9","4","7922.07","USD","793000","LX221598"
"-1199.99999999991","PennantPark Credit Opportunities Fund IV Aggregator, LP","Watchtower Buyer, LLC","First Lien - Revolver - Rev","1374738","1200000","0","0","100","-1199.99999999991","99.9","4","-11.9999999999991","USD","1200000","LX221599"
"43312.1464416063","PennantPark Credit Opportunities Fund IV Aggregator, LP","Watchtower Buyer, LLC","Initial Term Loan","1374750","3950000","3950000","3902737.85355839","98.8034899635037","3946050","99.9","4","39460.5","USD","3950000","LX221597"
"-7819.354956","PennantPark Credit Opportunities Fund IV Aggregator, LP","WatchTower Holdings, LLC","Common Equity","1374755","258064.52","258064.52","258064.52","100","250245.165044","96.97","138","250245.165044","USD","2580.6452","1851"
"18716.882415","PennantPark Credit Opportunities Fund IV Aggregator, LP","WCP IVYREHAB COINVESTMENT, L.P.","Incremental Common Equity","1375662","103896.1","103896.1","103896.1","1000","122612.982415","1180.15","138","122612.982415","USD","103.8961","1970"
